0 175 494 318
0 199 490 333
35 136 201 229
0 198 491 333
210 120 500 333
0 0 178 144
0 0 167 121
85 0 234 113
0 0 178 147
256 218 490 312
241 236 500 333
0 214 480 333
167 0 345 113
205 221 500 333
303 233 500 333
0 176 494 318
0 175 494 333
0 0 178 220
0 0 178 150
378 91 500 234
210 118 500 333
50 106 315 169
204 221 500 333
0 175 494 319
0 176 494 314
262 0 500 114
0 195 419 317
202 0 377 96
264 211 491 309
209 118 500 333
206 117 500 333
0 196 424 316
0 0 178 183
218 0 500 94
0 0 264 123
126 197 491 333
0 0 178 145
174 0 327 114
209 120 500 333
204 118 500 333
174 0 334 114
205 222 500 333
0 0 500 146
174 0 377 102
42 106 328 179
0 0 187 146
167 0 500 118
262 0 402 118
233 198 486 283
176 63 491 147
242 236 500 333
143 0 402 118
0 0 178 146
244 218 500 333
251 225 471 310
230 225 474 321
129 214 485 333
0 0 177 157
0 176 493 315
0 175 494 316
192 137 398 242
244 221 500 333
209 220 422 291
127 199 490 333
0 0 178 123
0 190 492 333
258 0 500 100
269 45 482 118
42 79 316 148
0 196 412 315
209 221 500 333
204 233 453 333
143 0 500 116
65 24 228 118
204 222 500 333
303 236 500 333
0 176 494 333
211 145 398 240
196 221 500 333
210 222 500 333
127 145 280 248
174 0 394 101
321 236 500 333
192 168 398 242
179 47 393 117
0 176 494 313
0 0 178 148
0 0 176 128
0 195 500 333
0 0 174 123
0 197 424 312
244 222 500 333
0 0 500 145
217 117 500 333
0 198 486 318
209 213 444 291
144 0 394 111
197 225 471 333
174 0 328 113
31 104 315 169
240 239 438 318
0 176 500 333
249 0 450 95
246 0 500 87
0 0 179 130
205 120 500 333
0 0 177 130
36 167 241 246
386 104 500 244
0 199 500 333
222 0 500 138
262 0 500 194
0 197 500 333
262 0 394 121
262 0 436 92
65 24 270 118
0 0 187 124
127 198 500 333
0 166 500 333
134 215 465 333
0 0 177 123
133 18 345 112
249 0 500 118
166 0 500 118
174 0 330 112
0 0 179 144
0 175 494 317
262 0 500 90
310 236 500 333
252 202 491 313
50 104 315 169
0 0 177 161
174 0 326 111
0 195 433 316
0 160 494 318
0 176 494 315
319 233 500 333
0 0 175 123
79 16 228 116
0 0 201 224
0 111 201 237
0 0 178 128
0 0 179 146
0 175 493 316
134 215 500 333
129 214 500 333
352 91 500 224
0 0 262 123
37 167 238 242
0 0 172 123
0 160 500 333
160 0 326 115
0 176 493 313
197 236 444 333
127 198 491 333
37 104 264 182
0 0 178 199
118 8 271 111
319 34 500 194
372 119 500 241
0 0 500 128
0 160 490 333
218 0 500 90
142 10 332 113
256 105 500 312
198 239 436 333
263 0 390 125
0 197 424 333
0 176 494 317
242 0 500 92
0 0 322 128
133 0 330 112
143 0 327 112
61 184 393 246
0 0 178 232
375 107 500 234
174 0 500 130
0 197 424 316
196 222 500 333
0 197 491 333
263 0 500 138
115 213 444 318
0 176 493 333
47 184 393 246
263 0 395 118
246 0 500 118
317 237 500 333
315 0 500 162
0 0 394 146
125 215 465 333
197 117 500 333
28 111 179 218
0 196 500 333
204 214 500 333
174 0 500 147
316 45 500 234
198 222 500 333
251 221 489 310
315 0 500 244
133 0 500 116
208 222 500 333
263 0 402 118
249 0 391 116
262 0 401 117
303 221 500 333
263 0 500 90
0 0 222 130
0 111 201 229
256 221 487 320
253 236 500 333
208 225 474 333
144 0 394 112
216 0 370 114
125 199 490 333
0 0 223 123
180 67 379 153
174 0 394 103
249 0 500 150
35 136 204 230
174 0 500 137
0 176 493 317
263 0 446 92
174 0 326 109
0 104 205 191
174 0 328 109
0 176 494 316
204 120 500 333
174 0 394 110
0 0 326 128
0 0 187 123
208 118 500 333
48 184 393 246
264 0 500 90
173 0 394 103
256 221 500 333
252 190 492 313
0 175 500 333
222 0 389 114
174 0 332 112
330 0 500 182
249 0 450 117
193 160 394 245
210 221 500 333
170 0 500 113
202 0 500 96
0 0 178 149
0 176 493 322
262 0 491 121
0 196 490 333
176 0 312 111
0 0 180 123
0 0 328 128
160 0 326 114
0 0 179 220
0 140 238 245
319 0 500 116
0 104 180 191
30 132 206 220
174 0 401 102
0 214 500 333
218 0 500 118
36 147 232 225
174 0 500 112
225 97 394 202
166 0 500 105
28 111 201 218
222 0 390 125
0 136 204 230
307 28 500 194
174 0 394 112
0 196 424 333
85 0 275 115
0 185 500 333
251 221 500 333
328 0 500 105
0 0 187 145
0 0 500 138
0 0 179 232
0 0 317 150
249 0 500 134
204 211 500 333
241 237 500 333
204 211 491 333
0 0 179 145
263 0 500 95
0 175 493 318
189 0 500 130
204 218 490 333
118 0 500 150
133 0 500 139
256 0 427 117
213 0 465 105
