0 124 500 375
95 141 500 341
0 266 500 375
0 269 500 375
445 255 500 302
421 239 477 280
421 236 477 280
51 69 500 342
469 233 500 249
352 124 500 310
480 239 500 261
0 267 500 375
351 230 500 280
479 239 500 262
428 208 458 276
0 0 500 294
0 271 500 375
0 258 500 375
353 230 500 300
440 259 500 302
73 0 500 341
0 0 500 375
73 125 500 341
440 255 500 303
442 198 500 239
397 126 472 246
420 124 500 302
351 190 500 303
479 240 500 262
431 198 500 243
452 256 479 269
445 265 486 274
439 201 500 249
431 160 500 243
0 264 500 375
438 198 474 241
440 262 500 294
321 132 472 276
439 204 500 245
353 229 500 310
438 198 500 244
455 204 500 237
407 124 500 302
435 259 500 295
389 192 500 297
421 238 477 281
0 138 500 341
455 204 500 238
51 69 472 342
295 238 500 341
440 259 500 303
421 236 482 291
431 198 500 245
442 204 500 249
431 197 500 245
353 192 500 300
73 129 500 341
353 228 500 281
420 237 478 282
421 238 477 280
262 258 500 345
440 260 500 302
477 240 500 261
478 240 500 261
58 125 500 341
431 188 500 243
409 125 500 302
0 265 500 375
452 255 479 269
451 255 479 269
439 259 500 294
346 160 500 272
353 192 500 298
95 0 500 251
146 123 500 248
262 232 500 345
440 160 500 272
352 186 500 335
96 0 500 248
420 239 479 287
454 160 500 238
419 236 478 281
440 262 500 303
353 228 500 292
455 249 487 262
0 268 500 375
442 254 479 269
435 123 500 302
440 255 500 302
469 265 500 282
439 139 500 272
421 188 500 302
0 0 472 289
351 190 500 277
0 230 500 375
263 123 472 237
480 240 500 261
441 239 463 256
429 186 500 302
435 186 500 302
442 201 500 249
420 125 500 282
407 186 500 282
263 96 500 302
429 126 500 245
442 254 486 274
437 216 457 246
448 123 500 262
0 0 500 286
429 125 500 245
352 230 500 295
451 186 500 238
273 184 500 303
269 123 500 341
0 69 500 342
440 241 476 275
407 192 491 274
455 249 486 261
442 204 500 255
401 124 500 302
407 207 478 282
431 125 500 245
0 64 500 375
419 204 500 301
352 230 478 281
0 124 500 341
401 238 500 298
429 192 500 245
429 123 500 302
455 249 486 262
407 124 500 280
431 197 500 242
377 125 500 243
0 223 500 375
146 102 500 248
0 257 500 375
438 198 500 241
435 259 500 294
443 261 500 302
71 102 500 345
353 230 500 292
0 64 500 342
0 184 491 340
407 204 477 280
439 186 500 302
462 204 500 235
331 124 500 310
469 265 500 301
333 189 478 288
185 57 500 276
0 0 500 278
140 162 500 341
0 259 500 375
0 241 500 375
307 184 500 289
429 189 500 245
399 238 500 303
273 184 500 341
0 125 500 375
278 197 500 351
368 255 500 345
334 160 500 341
439 213 476 245
352 123 500 335
442 123 500 239
421 165 500 291
389 238 500 310
438 198 478 241
71 141 500 341
0 23 500 341
431 160 500 245
469 265 500 293
428 186 500 302
0 0 500 302
275 184 500 345
397 125 500 267
353 207 478 282
0 23 500 375
393 239 477 310
264 96 500 275
401 238 455 293
367 247 500 345
307 185 500 341
393 236 500 310
439 123 500 302
431 123 500 302
353 228 500 310
27 0 500 337
352 204 500 298
386 230 488 282
269 164 500 341
270 185 500 341
480 240 500 259
331 182 500 274
352 125 500 310
73 141 500 342
351 229 500 310
401 197 500 302
395 216 500 295
0 0 500 341
71 0 500 250
353 230 500 311
73 141 500 345
331 124 500 302
73 125 500 302
71 0 500 302
330 181 477 280
393 197 500 310
352 123 500 287
261 186 500 342
391 238 500 310
0 0 500 288
368 260 500 345
351 189 500 311
353 230 500 280
73 129 500 288
73 144 500 341
136 125 500 341
438 122 500 272
439 259 500 302
401 232 500 302
396 160 500 246
455 204 500 235
421 122 500 302
0 102 500 375
438 125 500 255
420 125 500 302
386 192 491 274
431 186 500 245
95 0 500 290
267 123 500 281
396 186 500 302
77 0 500 310
270 181 500 297
332 192 491 289
353 230 500 281
409 125 500 282
368 211 500 346
431 125 500 267
431 188 500 245
306 184 491 289
0 181 500 375
431 123 500 245
381 230 500 326
351 124 500 311
431 188 500 242
353 230 477 280
353 125 500 276
407 186 455 246
261 124 500 341
363 237 500 345
73 102 500 341
401 238 500 295
0 22 500 341
462 204 500 238
96 0 500 345
257 124 500 341
389 236 478 281
429 160 500 245
396 207 478 282
353 124 500 310
0 0 500 289
73 96 500 341
71 67 500 351
386 230 500 310
96 0 500 341
352 208 458 335
420 186 500 303
421 153 472 276
0 123 500 341
353 123 500 310
73 125 500 311
439 201 500 256
363 266 500 345
391 230 488 282
352 230 500 281
421 123 500 303
438 188 500 294
351 229 500 295
397 192 493 272
445 261 486 274
