259 27 459 180
259 43 500 152
215 63 436 180
215 70 436 182
0 0 106 246
286 0 500 110
259 43 500 164
291 0 500 115
259 33 459 180
112 0 403 154
215 62 436 180
116 0 500 147
214 64 443 183
0 281 336 375
103 0 500 153
27 0 166 167
255 150 500 276
67 220 414 308
214 63 448 183
215 64 436 180
31 0 164 177
104 0 500 151
0 278 275 375
0 295 365 375
269 266 500 375
215 73 436 180
175 5 339 145
259 39 500 150
259 17 500 152
112 0 328 147
287 63 498 183
259 24 459 180
0 278 274 370
120 0 500 147
259 17 459 180
0 0 105 246
292 0 500 115
214 33 500 183
110 0 436 180
0 281 351 375
291 0 500 117
200 217 500 375
216 0 500 115
0 190 233 342
267 147 500 277
116 0 436 180
185 0 500 151
208 68 435 203
67 220 414 304
136 186 432 265
214 63 436 180
286 0 500 117
214 33 459 183
215 62 468 185
0 241 274 375
259 22 498 183
195 197 482 294
27 0 403 167
215 72 436 180
215 73 458 181
22 190 310 302
344 111 500 375
119 0 333 147
27 0 136 223
253 272 500 375
32 140 285 259
67 206 415 304
181 10 436 180
177 287 500 375
236 148 498 274
286 0 500 115
67 221 415 304
268 163 488 276
75 0 222 160
216 0 500 97
214 61 443 183
215 64 448 203
287 22 451 183
215 62 447 203
0 246 291 349
258 33 458 180
112 0 500 154
264 163 486 278
345 0 500 180
301 232 500 375
215 0 500 178
208 70 451 193
286 62 487 182
253 148 500 375
215 0 500 203
215 63 448 183
259 17 455 180
164 190 432 279
0 241 274 370
259 16 498 183
259 16 458 179
257 70 444 199
287 22 500 236
0 0 230 245
264 201 500 317
215 64 452 201
224 0 500 152
216 11 422 163
192 5 384 140
258 17 500 180
214 61 443 203
230 267 500 375
258 16 500 164
71 0 217 161
28 0 166 168
0 240 246 349
0 241 472 375
0 241 366 375
0 169 269 293
301 213 500 375
215 70 391 235
214 33 458 183
274 163 494 278
0 169 293 375
54 0 226 165
185 0 500 193
268 248 500 375
216 0 500 193
192 5 374 140
215 63 448 203
0 189 196 333
0 0 198 257
234 274 500 375
58 0 224 162
0 272 472 375
184 0 500 164
406 84 500 370
215 0 500 183
58 0 285 162
0 0 161 246
221 0 500 110
56 0 222 165
291 0 500 118
257 70 445 193
0 169 271 257
301 153 500 375
251 266 500 375
348 0 500 180
150 0 396 115
28 0 154 241
258 17 458 180
259 16 500 152
0 0 106 257
286 54 500 183
215 0 500 181
0 73 144 246
0 249 268 349
111 0 317 147
211 62 450 199
215 64 448 183
215 66 436 180
0 0 164 245
377 148 500 370
0 0 132 245
259 17 462 180
29 189 271 294
185 0 395 114
28 0 164 200
396 36 500 300
287 143 500 280
0 0 164 246
287 54 500 183
180 20 436 180
0 241 483 375
0 248 275 375
224 0 500 118
0 0 166 246
58 0 230 164
112 0 333 139
112 0 500 147
0 274 500 375
119 272 500 375
0 245 365 375
215 72 436 204
215 0 500 185
292 0 500 114
193 138 450 238
267 143 500 289
224 12 450 180
214 0 500 180
0 0 106 245
39 0 331 167
103 0 500 164
0 283 461 375
58 0 222 164
105 0 317 154
240 143 498 273
0 221 415 304
259 16 500 182
259 29 462 180
200 34 339 235
221 0 500 127
71 0 228 161
0 0 166 245
92 0 258 160
185 0 500 163
330 90 500 236
102 0 257 158
259 16 475 132
30 0 164 180
39 0 403 167
226 63 444 183
154 0 500 115
215 70 436 204
185 0 500 171
236 143 500 277
0 0 137 257
0 241 351 343
75 26 292 160
27 0 143 223
0 0 143 245
195 194 478 285
224 10 459 180
215 9 405 154
410 36 500 300
185 0 500 170
120 0 436 180
30 0 173 166
257 70 445 236
215 64 436 210
25 30 179 257
0 0 165 257
396 36 500 277
0 272 500 375
215 10 436 180
0 114 217 259
0 0 172 257
0 241 224 349
215 44 458 183
236 154 486 278
287 62 498 195
214 63 448 202
185 0 500 169
28 0 166 167
302 148 500 375
211 70 444 199
259 22 500 183
267 213 500 375
234 121 475 237
324 111 486 266
0 241 275 375
0 241 233 342
56 0 228 165
231 70 445 193
120 0 331 137
0 0 104 257
165 190 432 279
231 70 444 199
0 0 149 257
22 190 310 311
287 42 487 193
0 0 173 257
45 290 483 375
214 64 443 204
0 0 137 245
221 0 500 115
54 0 292 165
58 0 403 164
30 0 173 167
263 163 488 279
259 0 500 181
25 0 230 223
0 30 179 294
103 0 500 165
0 0 137 246
164 266 500 375
215 17 500 203
112 0 436 182
0 0 180 294
28 0 328 167
221 0 428 115
28 0 150 200
0 0 145 245
41 0 217 184
0 241 291 349
388 36 500 241
0 283 482 375
0 0 164 257
215 64 436 203
259 17 456 180
