0 0 500 133
0 0 500 134
226 144 472 237
42 218 328 322
68 0 500 116
70 265 421 375
0 207 316 341
151 0 481 116
302 0 500 116
0 0 193 170
0 0 315 133
264 241 483 346
304 0 500 113
0 218 470 375
19 70 225 196
49 225 273 323
0 232 280 375
49 225 270 323
0 206 273 323
6 0 432 153
217 202 419 308
95 255 323 364
49 225 270 325
247 240 483 338
0 0 500 138
53 153 442 230
202 88 500 172
225 144 472 237
19 66 227 171
0 0 224 172
24 222 289 325
42 218 270 322
79 70 326 165
68 0 400 112
0 243 500 375
55 155 437 231
116 0 481 116
0 238 280 375
0 0 215 250
0 0 270 134
171 88 468 172
0 0 500 135
0 0 215 134
171 69 459 146
0 0 500 136
205 0 500 79
58 120 471 197
111 124 471 207
0 0 500 144
243 0 500 113
86 273 435 375
0 163 302 266
265 209 485 340
0 153 267 375
68 0 295 112
228 192 481 335
49 218 484 375
41 218 296 326
89 0 389 112
224 143 470 247
0 90 224 215
270 239 483 346
49 225 273 337
0 218 270 322
312 217 491 340
41 218 272 337
89 0 389 136
2 207 273 337
0 222 247 375
0 0 193 134
87 0 500 116
0 243 356 375
0 242 353 375
49 218 470 375
0 166 236 316
78 232 476 335
0 0 209 167
224 0 500 116
232 248 471 359
88 274 421 375
41 218 272 326
400 137 500 375
116 0 438 95
0 0 402 134
48 225 471 364
377 122 500 336
42 218 304 322
119 0 500 116
0 212 500 375
204 0 500 116
0 212 316 341
38 266 435 375
287 202 483 336
383 88 500 316
0 48 209 223
0 0 221 214
369 125 500 375
0 0 500 159
270 210 484 334
25 265 446 375
0 137 471 206
254 242 471 345
0 0 193 165
58 40 295 159
0 89 227 226
0 212 356 375
49 225 315 339
0 218 270 337
0 0 195 138
0 91 136 263
237 164 486 342
0 196 316 341
0 63 226 210
224 162 480 247
63 69 333 158
23 222 323 364
24 222 270 341
41 218 296 337
0 91 157 264
24 222 316 341
261 77 500 168
48 225 323 364
41 96 326 191
217 193 480 307
0 242 374 375
0 0 500 137
0 225 486 375
273 235 477 340
49 225 304 323
0 0 193 120
156 175 472 267
231 0 500 112
23 222 261 340
0 0 481 134
103 0 343 99
0 92 224 210
57 0 214 172
0 280 247 375
0 91 150 262
92 69 318 164
204 182 477 352
79 65 344 165
96 0 317 113
63 96 376 194
0 212 374 375
0 0 295 138
91 0 397 81
0 0 211 138
0 0 317 137
6 32 355 153
116 24 438 95
49 221 476 335
0 0 397 161
366 122 500 336
233 155 431 291
325 191 483 338
49 225 292 323
224 143 470 262
48 224 471 335
0 0 181 136
116 55 349 152
243 0 500 116
79 47 344 165
72 45 412 130
314 178 491 317
0 238 352 375
0 0 399 134
313 200 484 340
0 0 500 158
92 69 333 164
0 207 270 325
382 127 500 336
0 117 226 226
0 93 150 266
0 0 137 264
264 243 486 342
271 128 500 345
383 128 500 316
0 273 435 375
122 0 500 113
237 164 486 334
107 0 429 94
232 193 485 340
0 0 193 135
77 232 316 328
270 217 484 340
90 138 470 207
79 63 344 165
0 0 140 159
24 222 270 333
0 222 500 375
186 239 483 364
141 156 439 230
49 225 292 348
270 217 473 333
234 143 480 267
265 210 484 334
0 66 226 196
234 160 480 264
91 69 459 146
63 96 376 191
2 207 273 323
0 64 152 250
49 225 315 341
75 0 500 116
49 225 270 341
0 0 161 136
225 144 480 243
0 0 137 158
0 238 500 375
228 203 484 334
0 0 333 159
382 125 500 322
94 0 500 167
79 174 332 307
0 190 247 375
23 222 323 328
49 225 323 364
242 224 472 333
143 175 411 294
0 212 323 364
205 0 500 116
173 45 500 116
49 225 270 348
0 273 446 375
49 225 483 364
165 0 500 119
17 218 292 348
75 0 397 75
19 87 225 196
313 174 484 340
81 242 323 340
72 45 500 130
224 252 477 375
68 228 315 347
42 218 270 337
325 176 483 338
0 196 270 333
0 0 116 226
202 122 480 232
264 124 481 237
0 66 306 171
87 0 500 152
226 0 500 116
0 0 306 138
0 218 272 337
70 266 435 375
295 0 500 116
382 88 500 322
151 0 500 116
0 274 446 375
97 251 354 354
339 88 500 316
79 53 344 165
0 0 193 138
250 248 471 345
88 274 446 375
0 93 177 249
150 0 500 116
82 290 435 375
72 45 433 130
314 145 481 276
49 225 289 325
74 0 500 167
79 174 314 307
116 0 500 168
241 224 484 340
0 232 446 375
264 178 486 342
270 202 477 334
314 209 485 340
273 196 477 340
63 102 300 208
381 88 500 322
72 47 333 159
23 222 323 340
295 0 500 112
309 118 483 241
0 218 272 326
89 0 500 116
212 122 468 206
0 196 315 341
0 0 215 154
302 0 500 113
112 0 426 75
57 47 316 170
204 196 477 352
92 70 333 159
0 96 224 210
48 225 271 323
72 63 318 171
0 66 226 210
0 6 221 214
71 266 369 354
0 0 310 134
0 66 227 167
0 92 224 233
24 222 315 341
309 178 486 319
0 27 251 154
0 190 356 375
0 0 214 172
95 251 323 364
0 0 247 137
382 122 500 336
55 155 411 231
57 122 376 194
90 138 450 200
55 236 315 347
0 149 229 251
216 174 482 334
232 206 427 320
202 122 480 237
251 0 486 116
24 222 323 364
265 224 473 334
232 206 484 340
0 0 211 224
0 207 316 328
49 138 263 241
51 143 291 241
24 222 270 323
0 90 112 323
41 218 472 337
270 217 477 334
32 63 318 171
48 224 471 345
48 225 269 323
75 0 317 115
0 90 224 210
66 207 419 337
0 69 225 226
301 0 500 112
0 0 166 142
151 0 435 110
0 0 226 226
68 0 338 147
237 9 481 116
301 0 500 116
309 123 481 264
0 0 307 163
260 178 486 335
232 243 486 359
75 0 269 115
151 0 500 112
0 206 273 337
91 75 371 153
0 0 137 159
0 232 238 375
312 182 491 335
227 0 500 116
202 49 500 172
94 72 355 158
202 154 447 264
107 0 426 71
217 202 477 334
0 225 500 375
4 207 292 348
0 232 500 375
0 225 353 375
257 88 468 194
237 164 480 264
0 166 270 325
0 93 105 323
58 120 378 191
159 9 381 129
151 0 500 119
0 228 356 375
151 0 428 96
74 96 376 170
261 240 483 338
0 0 123 258
0 0 343 128
309 122 500 375
0 96 224 215
0 166 236 266
0 0 500 121
48 224 315 332
297 217 491 340
243 0 500 94
119 0 428 75
83 0 317 115
0 79 349 171
151 9 500 94
0 0 193 137
198 0 500 144
270 191 482 334
49 79 349 168
0 0 313 142
244 0 483 116
0 0 213 107
151 0 481 119
0 70 225 226
194 243 486 364
264 143 483 241
49 225 471 335
256 196 477 340
0 63 226 179
33 153 263 276
245 144 480 240
0 218 272 349
0 93 105 317
270 202 477 333
187 241 483 346
189 0 429 94
0 130 259 264
74 40 295 139
97 251 354 352
156 0 500 144
0 69 225 210
0 219 150 375
25 265 421 375
0 232 212 375
228 203 484 320
57 53 344 167
0 63 165 252
0 166 238 375
0 69 225 196
0 196 356 375
66 229 267 337
0 0 315 144
4 207 315 341
49 225 316 318
86 273 446 375
57 153 408 236
185 0 500 112
202 122 480 207
92 87 467 170
0 66 226 226
143 188 475 268
0 225 374 375
89 0 500 113
327 193 485 340
0 66 227 226
308 178 491 317
55 143 275 246
86 206 473 375
320 0 500 129
204 209 419 352
0 0 166 167
205 0 500 113
243 26 500 116
0 147 228 264
232 199 484 340
0 0 193 246
0 0 500 147
31 144 468 211
151 0 500 94
57 63 344 167
249 243 500 375
0 78 355 170
0 121 177 249
122 0 426 96
0 152 245 278
6 166 302 266
143 175 475 268
0 0 338 147
89 0 500 166
79 63 326 165
217 193 485 340
41 64 307 163
232 206 473 333
0 66 227 171
264 143 484 334
58 40 307 159
0 51 259 167
366 137 500 375
24 222 271 333
38 266 446 375
57 47 344 167
89 0 500 136
0 0 181 134
61 160 442 241
111 124 471 197
0 212 316 328
0 219 212 375
0 0 389 134
0 0 166 133
265 191 482 334
0 0 104 227
0 0 349 152
49 0 500 116
0 218 446 375
0 0 295 136
0 90 307 167
0 0 166 136
120 0 500 129
0 90 226 226
49 0 386 113
224 143 480 247
235 0 500 94
83 163 439 241
0 0 234 136
0 99 209 264
0 246 183 375
247 240 483 333
234 143 480 231
94 72 355 166
112 0 500 116
262 143 485 340
113 0 397 81
95 0 500 167
0 207 273 337
188 248 500 375
251 0 500 116
264 87 474 207
0 0 210 167
312 193 485 340
0 88 111 329
0 15 242 142
0 0 307 159
339 122 500 316
15 143 474 207
155 126 474 207
113 0 500 116
0 0 211 111
312 143 480 272
248 122 480 231
71 0 214 157
150 0 500 113
0 0 317 138
0 55 209 223
49 225 483 346
66 229 267 375
58 96 408 182
0 0 307 158
156 66 500 144
151 0 435 129
204 209 419 310
0 0 170 134
101 15 341 146
0 222 267 375
0 13 187 224
0 0 259 167
91 242 455 354
4 207 323 364
297 144 491 340
0 219 267 375
0 0 457 128
212 122 471 206
224 143 480 262
165 31 423 119
95 75 371 153
151 0 429 94
55 143 318 256
244 0 500 116
90 71 318 171
49 225 483 348
55 143 263 250
95 248 471 364
0 190 323 364
0 149 243 276
0 0 317 134
0 0 500 146
0 0 213 168
0 0 158 139
0 0 335 134
116 0 500 144
0 0 210 142
68 0 500 147
